# Copyright (c) 1966-2021 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2021-08-29
# Phenotypic Series Number	MIM Number	Phenotype
PS100070	Aortic aneurysm, familial abdominal
PS244400	614935	Ciliary dyskinesia, primary, 19
PS244400	615067	Ciliary dyskinesia, primary, 20
PS244400	615294	Ciliary dyskinesia, primary, 21
PS244400	615444	Ciliary dyskinesia, primary, 22
PS244400	615451	Ciliary dyskinesia, primary, 23
PS244400	615481	Ciliary dyskinesia, primary, 24
PS244400	615482	Ciliary dyskinesia, primary, 25
PS244400	615500	Ciliary dyskinesia, primary, 26
PS244400	615504	Ciliary dyskinesia, primary, 27
PS244400	615505	Ciliary dyskinesia, primary, 28
PS244400	615872	Ciliary dyskinesia, primary, 29
PS244400	616037	Ciliary dyskinesia, primary, 30
PS244400	616481	Ciliary dyskinesia, primary, 32
PS244400	616726	Ciliary dyskinesia, primary, 33
PS244400	617091	Ciliary dyskinesia, primary, 34
PS244400	617092	Ciliary dyskinesia, primary, 35
PS244400	617577	?Ciliary dyskinesia, primary, 37
PS244400	618063	Ciliary dyskinesia, primary, 38
PS244400	618254	Ciliary dyskinesia, primary, 39
PS244400	618300	Ciliary dyskinesia, primary, 40
PS244400	618449	?Ciliary dyskinesia, primary, 41
PS244400	618695	Ciliary dyskinesia, primary, 42
PS244400	618699	Ciliary dyskinesia, primary, 43
PS244400	618781	Ciliary dyskinesia, primary, 44
PS244400	618801	Ciliary dyskinesia, primary, 45
PS244400	619436	?Ciliary dyskinesia, primary, 46
PS244400	619466	Ciliary dyskinesia, primary, 47, and lissencephaly
PS245480	Specific granule deficiency
PS245480	245480	Specific granule deficiency
PS245480	617475	Specific granule deficiency 2
PS245590	Growth hormone insensitivity syndrome with immune dysregulation
PS245590	245590	Growth hormone insensitivity with immune dysregulation 1, autosomal recessive
PS245590	618985	Growth hormone insensitivity with immune dysregulation 2, autosomal dominant
PS248370	Mandibuloacral dysplasia with lipodystrophy
PS248370	248370	Mandibuloacral dysplasia
PS248370	608612	Mandibuloacral dysplasia with type B lipodystrophy
PS248600	Maple syrup urine disease
PS248600	246900	Dihydrolipoamide dehydrogenase deficiency
PS248600	248600	Maple syrup urine disease, type II
PS248600	248600	Maple syrup urine disease, type Ia
PS248600	248600	Maple syrup urine disease, type Ib
PS248600	615135	?Maple syrup urine disease, mild variant
PS249000	Meckel syndrome
PS249000	249000	Meckel syndrome 1
PS249000	267010	Meckel syndrome 7
PS249000	603194	Meckel syndrome 2
PS249000	607361	Meckel syndrome 3
PS249000	611134	Meckel syndrome 4
PS249000	611561	Meckel syndrome 5
PS249000	612284	Meckel syndrome 6
PS249000	613885	?Meckel syndrome 8
PS249000	614175	Joubert syndrome 34
PS249000	614175	?Meckel syndrome 10
PS249000	614209	?Meckel syndrome 9
PS249000	615397	Meckel syndrome 11
PS249000	616258	?Meckel syndrome 12
PS249000	617562	?Joubert syndrome 29
PS249000	617562	Meckel syndrome 13
PS249210	Megacystis-microcolon-intestinal hypoperistalsis syndrome
PS249210	249210	Megacystis-microcolon-intestinal hypoperistalsis syndrome 1
PS249210	619351	Megacystis-microcolon-intestinal hypoperistalsis syndrome 2
PS249210	619362	?Megacystis-microcolon-intestinal hypoperistalsis syndrome 3
PS249210	619365	?Megacystis-microcolon-intestinal hypoperistalsis syndrome 4
PS249210	619431	Megacystis-microcolon-intestinal hypoperistalsis syndrome 5
PS249270	Thiamine-responsive dysfunction syndrome
PS249270	249270	Thiamine-responsive megaloblastic anemia syndrome
PS249270	607196	Microcephaly, Amish type
PS249270	607483	Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2)
PS249270	613710	Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type)
PS249270	614458	Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type)
PS249500	Mental retardation, autosomal recessive
PS249500	249500	Mental retardation, autosomal recessive 1
PS249500	607417	Mental retardation, autosomal recessive 2
PS249500	608443	Mental retardation, autosomal recessive 3
PS249500	611090	Intellectual developmental disorder, autosomal recessive 12
PS249500	611091	Mental retardation, autosomal recessive 5
PS249500	611092	Mental retardation, autosomal recessive, 6
PS249500	611093	Mental retardation, autosomal recessive 7
PS249500	611095	Mental retardation, autosomal recessive, 9/26
PS249500	611096	Mental retardation, autosomal recessive 10/20
PS249500	611097	Mental retardation, autosomal recessive, 11
PS249500	611107	Mental retardation, autosomal recessive, 4
PS249500	613192	Mental retardation, autosomal recessive 13
PS249500	614020	Mental retardation, autosomal recessive 14
PS249500	614202	Rafiq syndrome
PS249500	614208	Mental retardation, autosomal recessive 16
PS249500	614249	Mental retardation, autosomal recessive 18
PS249500	614329	Mental retardation, autosomal recessive 31
PS249500	614333	Mental retardation, autosomal recessive 29
PS249500	614340	Mental retardation, autosomal recessive 27
PS249500	614341	Mental retardation, autosomal recessive 33
PS249500	614342	Mental retardation, autosomal recessive 30
PS249500	614344	Mental retardation, autosomal recessive 23
PS249500	614345	Mental retardation, autosomal recessive 24
PS249500	614346	Mental retardation, autosomal recessive 25
PS249500	614347	Mental retardation, autosomal recessive 28
PS249500	614499	Mental retardation, autosomal recessive 34, with variant lissencephaly
PS249500	615162	Mental retardation, autosomal recessive 35
PS249500	615286	Mental retardation, autosomal recessive 36
PS249500	615493	Mental retardation, autosomal recessive, 37
PS249500	615516	Mental retardation, autosomal recessive 38
PS249500	615541	Mental retardation, autosomal recessive 39
PS249500	615599	Mental retardation, autosomal recessive 40
PS249500	615637	Mental retardation, autosomal recessive 41
PS249500	615817	?Mental retardation, autosomal recessive 43
PS249500	615942	Mental retardation, autosomal recessive 44
PS249500	615979	?Mental retardation, autosomal recessive 45
PS249500	616116	Mental retardation, autosomal recessive 46
PS249500	616193	Mental retardation, autosomal recessive 47
PS249500	616269	Mental retardation, autosomal recessive 48
PS249500	616460	?Mental retardation, autosomal recessive 50
PS249500	616739	Mental retardation, autosomal recessive 51
PS249500	616887	?Mental retardation, autosomal recessive, 52
PS249500	616917	Mental retardation, autosomal recessive 53
PS249500	617028	Mental retardation, autosomal recessive 54
PS249500	617125	Mental retardation, autosomal recessive 56
PS249500	617188	Mental retardation, autosomal recessive 57
PS249500	617270	Mental retardation, autosomal recessive 58
PS249500	617323	Mental retardation, autosomal recessive 59
PS249500	617432	Mental retardation, autosomal recessive 60
PS249500	617773	Mental retardation, autosomal recessive 61
PS249500	617816	Glycosylphosphatidylinositol biosynthesis defect 16
PS249500	618095	?Mental retardation, autosomal recessive 63
PS249500	618103	Mental retardation, autosomal recessive 64
PS249500	618109	Mental retardation, autosomal recessive 65
PS249500	618221	Mental retardation, autosomal recessive 66
PS249500	618295	Mental retardation, autosomal recessive 67
PS249500	618302	Mental retardation, autosomal recessive 68
PS249500	618383	Intellectual developmental disorder, autosomal recessive 69
PS249500	618402	Intellectual developmental disorder, autosomal recessive 70
PS249500	618504	Intellectual developmental disorder, autosomal recessive 71
PS249500	618665	Intellectual developmental disorder, autosomal recessive 72
PS250950	3-Methylglutaconic aciduria
PS250950	250950	3-methylglutaconic aciduria, type I
PS250950	250951	3-methylglutaconic aciduria, type IV
PS250950	258501	3-methylglutaconic aciduria, type III
PS250950	302060	Barth syndrome
PS250950	610198	3-methylglutaconic aciduria, type V
PS250950	614739	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome
PS250950	616271	3-methylglutaconic aciduria, type VII, with cataracts, neurologic involvement and neutropenia
PS250950	617248	3-methylglutaconic aciduria, type VIII
PS250950	617698	3-methylglutaconic aciduria, type IX
PS251200	Microcephaly, primary autosomal recessive
PS251200	251200	Microcephaly 1, primary, autosomal recessive
PS251200	604317	Microcephaly 2, primary, autosomal recessive, with or without cortical malformations
PS251200	604321	Microcephaly 4, primary, autosomal recessive
PS251200	604804	Microcephaly 3, primary, autosomal recessive
PS251200	608393	Microcephaly 6, primary, autosomal recessive
PS251200	608716	Microcephaly 5, primary, autosomal recessive
PS251200	612703	Microcephaly 7, primary, autosomal recessive
PS251200	614673	Microcephaly 8, primary, autosomal recessive
PS251200	614852	Microcephaly 9, primary, autosomal recessive
PS251200	615095	Microcephaly 10, primary, autosomal recessive
PS251200	615414	?Microcephaly 11, primary, autosomal recessive
PS251200	616051	?Microcephaly 13, primary, autosomal recessive
PS251200	616080	?Microcephaly 12, primary, autosomal recessive
PS251200	616402	?Microcephaly 14, primary, autosomal recessive
PS251200	616486	Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain abnormalities
PS251200	616681	Microcephaly 16, primary, autosomal recessive
PS251200	617090	Microcephaly 17, primary, autosomal recessive
PS251200	617520	?Microcephaly 18, primary, autosomal dominant
PS251200	617800	?Microcephaly 19, primary, autosomal recessive
PS251200	617914	Microcephaly 20, primary, autosomal recessive
PS251200	617983	?Microcephaly 21, primary, autosomal recessive
PS251200	617984	Microcephaly 22, primary, autosomal recessive
PS251200	617985	?Microcephaly 23, primary, autosomal recessive
PS251200	618179	?Microcephaly 24, primary, autosomal recessive
PS251200	618351	?Microcephaly 25, primary, autosomal recessive
PS251200	619179	Microcephaly 26, primary, autosomal dominant
PS251200	619180	Microcephaly 27, primary, autosomal dominant
PS251200	619453	?Microcephaly 28, primary, autosomal recessive
PS251270	Microcephaly and chorioretinopathy
PS251270	251270	Microcephaly and chorioretinopathy, autosomal recessive, 1
PS251270	616171	Microcephaly and chorioretinopathy, autosomal recessive, 2
PS251270	616335	Microcephaly and chorioretinopathy, autosomal recessive, 3
PS251280	Diencephalic-mesencephalic junction dysplasia syndrome
PS251280	251280	Diencephalic-mesencephalic junction dysplasia syndrome 1
PS251280	618646	Diencephalic-mesencephalic junction dysplasia syndrome 2
PS251290	Pseudo-TORCH syndrome
PS251290	251290	Pseudo-TORCH syndrome 1
PS251290	617397	Pseudo-TORCH syndrome 2
PS251290	618886	Pseudo-TORCH syndrome 3
PS251300	Galloway-Mowat syndrome
PS251300	251300	Galloway-Mowat syndrome 1
PS251300	301006	Galloway-Mowat syndrome 2, X-linked
PS251300	617729	Galloway-Mowat syndrome 3
PS251300	617730	Galloway-Mowat syndrome 4
PS251300	617731	Galloway-Mowat syndrome 5
PS251300	618347	Galloway-Mowat syndrome 6
PS251300	618348	Galloway-Mowat syndrome 7
PS251300	618349	?Galloway-Mowat syndrome 8
PS251450	Desbuquois dysplasia
PS251450	251450	Desbuquois dysplasia 1
PS251450	615777	Desbuquois dysplasia 2
PS251600	Microphthalmia, isolated
PS251600	251600	Microphthalmia, isolated 1
PS251600	610093	Microphthalmia, isolated 2
PS251600	611038	Microphthalmia, isolated 3
PS251600	611040	Microphthalmia, isolated 5
PS251600	613094	Microphthalmia, isolated 4
PS251600	613517	Microphthalmia, isolated 6
PS251600	613704	Microphthalmia, isolated 7
PS251600	615113	Microphthalmia, isolated 8
PS252010	Mitochondrial complex I deficiency, nuclear type
PS252010	252010	Mitochondrial complex I deficiency, nuclear type 1
PS252010	301020	Mitochondrial complex I deficiency, nuclear type 12
PS252010	301021	?Mitochondrial complex I deficiency, nuclear type 30
PS252010	611126	Mitochondrial complex I deficiency, nuclear type 20
PS252010	618222	Mitochondrial complex I deficiency, nuclear type 2
PS252010	618224	Mitochondrial complex I deficiency, nuclear type 3
PS252010	618225	Mitochondrial complex I deficiency, nuclear type 4
PS252010	618226	Mitochondrial complex I deficiency, nuclear type 5
PS252010	618228	Mitochondrial complex I deficiency, nuclear type 6
PS252010	618229	Mitochondrial complex I deficiency, nuclear type 7
PS252010	618230	Mitochondrial complex I deficiency, nuclear type 8
PS252010	618232	Mitochondrial complex I deficiency, nuclear type 9
PS252010	618233	Mitochondrial complex I deficiency, nuclear type 10
PS252010	618234	Mitochondrial complex I deficiency, nuclear type 11
PS252010	618235	Mitochondrial complex I deficiency, nuclear type 13
PS252010	618236	Mitochondrial complex I deficiency, nuclear type 14
PS252010	618237	Mitochondrial complex I deficiency, nuclear type 15
PS252010	618238	Mitochondrial complex I deficiency, nuclear type 16
PS252010	618239	Mitochondrial complex I deficiency, nuclear type 17
PS252010	618240	Mitochondrial complex I deficiency, nuclear type 18
PS252010	618241	Mitochondrial complex I deficiency, nuclear type 19
PS252010	618242	Mitochondrial complex I deficiency, nuclear type 21
PS252010	618243	Mitochondrial complex I deficiency, nuclear type 22
PS252010	618244	?Mitochondrial complex I deficiency, nuclear type 23
PS252010	618245	?Mitochondrial complex I deficiency, nuclear type 24
PS252010	618246	Mitochondrial complex I deficiency, nuclear type 25
PS252010	618247	Mitochondrial complex I deficiency, nuclear type 26
PS252010	618248	Mitochondrial complex I deficiency, nuclear type 27
PS252010	618249	?Mitochondrial complex I deficiency, nuclear type 28
PS252010	618250	Mitochondrial complex I deficiency, nuclear type 29
PS252010	618251	Mitochondrial complex I deficiency, nuclear type 31
PS252010	618252	Mitochondrial complex I deficiency, nuclear type 32
PS252010	618253	Mitochondrial complex I deficiency, nuclear type 33
PS252010	618776	Mitochondrial complex I deficiency, nuclear type 34
PS252010	619003	?Mitochondrial complex I deficiency, nuclear type 35
PS252010	619170	Mitochondrial complex I deficiency, nuclear type 36
PS252010	619272	Mitochondrial complex I deficiency, nuclear type 37
PS252010	619382	Leber hereditary optic neuropathy, autosomal recessive
PS252011	Mitochondrial complex II deficiency, nuclear type
PS252011	252011	Mitochondrial complex II deficiency, nuclear type 1
PS252011	619166	Mitochondrial complex II deficiency, nuclear type 2
PS252011	619167	Mitochondrial complex II deficiency, nuclear type 3
PS252011	619224	Mitochondrial complex II deficiency, nuclear type 4
PS252150	Molybdenum cofactor deficiency
PS252150	252150	Molybdenum cofactor deficiency A
PS252150	252160	Molybdenum cofactor deficiency B
PS252150	615501	Molybdenum cofactor deficiency C
PS252270	Monosomy 7 myelodysplasia and leukemia syndrome
PS252270	252270	Monosomy 7 myelodysplasia and leukemia syndrome 1
PS252270	619041	Monosomy 7 myelodysplasia and leukemia syndrome 2
PS252350	Moyamoya disease
PS252350	252350	Moyamoya disease
PS252350	300845	Moyamoya disease 4
PS252350	607151	{Moyamoya disease 2, susceptibility to}
PS252350	608796	Moyamoya disease 3
PS252350	614042	Moyamoya disease 5
PS252350	615750	Moyamoya 6 with achalasia
PS253310	Lethal congenital contracture syndrome
PS253310	253310	Lethal congenital contracture syndrome 1
PS253310	607598	?Lethal congenital contractural syndrome 2
PS253310	611369	Lethal congenital contractural syndrome 3
PS253310	614915	Lethal congenital contracture syndrome 4
PS253310	615368	Lethal congenital contracture syndrome 5
PS253310	616248	?Lethal congenital contracture syndrome 6
PS253310	616286	Lethal congenital contracture syndrome 7
PS253310	616287	Lethal congenital contracture syndrome 8
PS253310	616503	Lethal congenital contracture syndrome 9
PS253310	617022	Lethal congenital contracture syndrome 10
PS253310	617194	Lethal congenital contracture syndrome 11
PS253600	Muscular dystrophy, limb-girdle, autosomal recessive
PS253600	253600	Muscular dystrophy, limb-girdle, autosomal recessive 1
PS253600	253601	Muscular dystrophy, limb-girdle, autosomal recessive 2
PS253600	253700	Muscular dystrophy, limb-girdle, autosomal recessive 5
PS253600	254090	Ullrich congenital muscular dystrophy 1
PS253600	254110	Muscular dystrophy, limb-girdle, autosomal recessive 8
PS253600	601287	Muscular dystrophy, limb-girdle, autosomal recessive 6
PS253600	601954	Muscular dystrophy, limb-girdle, autosomal recessive 7
PS253600	604286	Muscular dystrophy, limb-girdle, autosomal recessive 4
PS253600	607155	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 5
PS253600	608099	Muscular dystrophy, limb-girdle, autosomal recessive 3
PS253600	608807	Muscular dystrophy, limb-girdle, autosomal recessive 10
PS253600	609308	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1
PS253600	611307	Muscular dystrophy, limb-girdle, autosomal recessive 12
PS253600	611588	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4
PS253600	613157	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3
PS253600	613158	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2
PS253600	613723	Muscular dystrophy, limb-girdle, autosomal recessive 17
PS253600	613818	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 9
PS253600	615352	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14
PS253600	615356	Muscular dystrophy, limb-girdle, autosomal recessive 18
PS253600	616052	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 7
PS253600	616812	Muscular dystrophy, limb-girdle, autosomal recessive 25
PS253600	616827	?Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue
PS253600	617072	?Muscular dystrophy, autosomal recessive, with rigid spine and distal joint contractures
PS253600	617232	?Muscular dystrophy, limb-girdle, autosomal recessive 21
PS253600	618135	Muscular dystrophy-dystroglycanopathy (limb-girdle) type C, 8
PS253600	618138	Muscular dystrophy, limb-girdle, autosomal recessive 23
PS253600	618848	Muscular dystrophy, limb-girdle, autosomal recessive 26
PS254090	Ullrich congenital muscular dystrophy
PS254090	254090	Ullrich congenital muscular dystrophy 1
PS254090	616470	?Ullrich congenital muscular dystrophy 2
PS254130	Miyoshi muscular dystrophy
PS254130	254130	Miyoshi muscular dystrophy 1
PS254130	613318	Miyoshi muscular dystrophy 2
PS254130	613319	Miyoshi muscular dystrophy 3
PS254770	Epilepsy, myoclonic juvenile
PS254770	254770	{Myoclonic epilepsy, juvenile, susceptibility to, 1}
PS254770	604827	{Epilepsy, idiopathic generalized, susceptibility to, 7}
PS254770	604827	Epilepsy, juvenile myoclonic
PS254770	607628	{Epilepsy, juvenile absence, susceptibility to, 2}
PS254770	607628	{Epilepsy, idiopathic generalized, susceptibility to, 11}
PS254770	607628	{Epilepsy, juvenile myoclonic, susceptibility to, 8}
PS254770	607682	{Epilepsy, juvenile myoclonic, susceptibility to, 6}
PS254770	607682	{Epilepsy, idiopathic generalized, susceptibility to, 9}
PS254770	608816	Epilepsy, juvenile myoclonic 3
PS254770	611136	{Epilepsy, juvenile myoclonic, susceptibility to, 5}
PS254770	611136	{Epilepsy, childhood absence, susceptibility to, 4}
PS254770	611364	Myoclonic epilepsy, juvenile, 4
PS254770	613060	{Epilepsy, generalized, with febrile seizures plus, type 5, susceptibility to}
PS254770	613060	{Epilepsy, juvenile myoclonic, susceptibility to}
PS254770	613060	{Epilepsy, idiopathic generalized, 10}
PS254770	614280	{Epilepsy, juvenile myoclonic, susceptibility to, 9}
PS254770	617924	{Epilepsy, juvenile myoclonic, susceptibility to, 10}
PS254800	Epilepsy, progressive myoclonic
PS254800	254780	Epilepsy, progressive myoclonic 2B (Lafora)
PS254800	254780	Epilepsy, progressive myoclonic 2A (Lafora)
PS254800	254800	Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)
PS254800	254900	Epilepsy, progressive myoclonic 4, with or without renal failure
PS254800	611726	Epilepsy, progressive myoclonic 3, with or without intracellular inclusions
PS254800	612437	Epilepsy, progressive myoclonic 1B
PS254800	614018	Epilepsy, progressive myoclonic 6
PS254800	616187	Epilepsy, progressive myoclonic 7
PS254800	616230	?Epilepsy, progressive myoclonic, 8
PS254800	616540	?Epilepsy, progressive myoclonic, 9
PS254800	616640	?Epilepsy, progressive myoclonic, 10
PS254800	618876	Epilepsy, progressive myoclonic, 11
PS254800	619191	Epilepsy, progressive myoclonic, 12
PS256040	Proteosome-associated autoinflammatory syndrome
PS256040	256040	Proteasome-associated autoinflammatory syndrome 1 and digenic forms
PS256040	617591	?Proteasome-associated autoinflammatory syndrome 3 and digenic forms
PS256040	617591	?Proteasome-associated autoinflammatory syndrome 3, digenic
PS256040	618048	Proteasome-associated autoinflammatory syndrome 2
PS256040	619175	Proteasome-associated autoinflammatory syndrome 5
PS256040	619183	?Proteasome-associated autoinflammatory syndrome 4
PS256100	Nephronophthisis
PS256100	256100	Nephronophthisis 1, juvenile
PS256100	602088	Nephronophthisis 2, infantile
PS256100	604387	Nephronophthisis 3
PS256100	606966	Nephronophthisis 4
PS256100	611498	Nephronophthisis 7
PS256100	613159	Nephronophthisis-like nephropathy 1
PS256100	613550	Nephronophthisis 11
PS256100	613820	Nephronophthisis 12
PS256100	613824	?Nephronophthisis 9
PS256100	614377	Nephronophthisis 13
PS256100	614844	Nephronophthisis 14
PS256100	614844	Joubert syndrome 19
PS256100	614845	Nephronophthisis 15
PS256100	615382	Nephronophthisis 16
PS256100	615862	Nephronophthisis 18
PS256100	616217	Nephronophthisis 19
PS256100	617271	Nephronophthisis 20
PS256300	Nephrotic syndrome
PS256300	256300	Nephrotic syndrome, type 1
PS256300	256370	Nephrotic syndrome, type 4
PS256300	301028	Nephrotic syndrome, type 20
PS256300	600995	Nephrotic syndrome, type 2
PS256300	610725	Nephrotic syndrome, type 3
PS256300	614196	Nephrotic syndrome, type 6
PS256300	614199	Nephrotic syndrome, type 5, with or without ocular abnormalities
PS256300	615008	{Hemolytic uremic syndrome, atypical, susceptibility to, 7}
PS256300	615008	Nephrotic syndrome, type 7
PS256300	615244	Nephrotic syndrome, type 8
PS256300	615573	Nephrotic syndrome, type 9
PS256300	615861	Nephrotic syndrome, type 10
PS256300	616730	Nephrotic syndrome, type 11
PS256300	616892	Nephrotic syndrome, type 12
PS256300	616893	?Nephrotic syndrome, type 13
PS256300	617575	Nephrotic syndrome, type 14
PS256300	617609	Nephrotic syndrome, type 15
PS256300	617783	Nephrotic syndrome, type 16
PS256300	618176	Nephrotic syndrome, type 17
PS256300	618177	Nephrotic syndrome, type 18
PS256300	618178	?Nephrotic syndrome, type 19
PS256300	618594	Nephrotic syndrome, type 21
PS256300	619155	Nephrotic syndrome, type 22
PS256300	619201	Nephrotic syndrome, type 23
PS256450	Hyperinsulinemia hypoglycemia
PS256450	256450	Hyperinsulinemic hypoglycemia, familial, 1
PS256450	601820	Hyperinsulinemic hypoglycemia, familial, 2
PS256450	602485	Hyperinsulinemic hypoglycemia, familial, 3
PS256450	606762	Hyperinsulinism-hyperammonemia syndrome
PS256450	609968	Hyperinsulinemic hypoglycemia, familial, 5
PS256450	609975	Hyperinsulinemic hypoglycemia, familial, 4
PS256450	610021	Hyperinsulinemic hypoglycemia, familial, 7
PS256520	Neu-Laxova syndrome
PS256520	256520	Neu-Laxova syndrome 1
PS256520	616038	Neu-Laxova syndrome 2
PS256730	Ceroid lipofuscinoses
PS256730	162350	Ceroid lipofuscinosis, neuronal, 4B (Kufs type), autosomal dominant
PS256730	204200	Ceroid lipofuscinosis, neuronal, 3
PS256730	204300	Ceroid lipofuscinosis, neuronal, 4A (Kufs type), autosomal recessive
PS256730	204500	Ceroid lipofuscinosis, neuronal, 2
PS256730	256730	Ceroid lipofuscinosis, neuronal, 1
PS256730	256731	Ceroid lipofuscinosis, neuronal, 5
PS256730	600143	Ceroid lipofuscinosis, neuronal, 8
PS256730	601780	Ceroid lipofuscinosis, neuronal, 6
PS256730	609055	Ceroid lipofuscinosis, neuronal, 9
PS256730	610003	Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant
PS256730	610127	Ceroid lipofuscinosis, neuronal, 10
PS256730	610951	Ceroid lipofuscinosis, neuronal, 7
PS256730	611726	Epilepsy, progressive myoclonic 3, with or without intracellular inclusions
PS256730	614706	Ceroid lipofuscinosis, neuronal, 11
PS256730	615362	Ceroid lipofuscinosis, neuronal, 13 (Kufs type), autosomal dominant
PS256850	Giant axonal neuropathy
PS256850	256850	Giant axonal neuropathy-1
PS256850	610100	?Giant axonal neuropathy 2, autosomal dominant
PS257300	Mosaic variegated aneuploidy syndrome
PS257300	257300	Mosaic variegated aneuploidy syndrome 1
PS257300	614114	Mosaic variegated aneuploidy syndrome 2
PS257300	617598	Mosaic variegated aneuploidy syndrome 3
PS257920	3MC syndrome
PS257920	248340	3MC syndrome 3
PS257920	257920	3MC syndrome 1
PS257920	265050	3MC syndrome 2
PS258150	Spermatogenic failure
PS258150	102530	?Spermatogenic failure 6
PS258150	108420	Spermatogenic failure 2
PS258150	243060	Spermatogenic failure 5
PS258150	258150	Spermatogenic failure 1
PS258150	270960	Pregnancy loss, recurrent, 4
PS258150	270960	Spermatogenic failure 4
PS258150	301059	Spermatogenic failure, X-linked, 3
PS258150	305700	Spermatogenic failure, X-linked, 1
PS258150	309120	Spermatogenic failure, X-linked, 2
PS258150	400042	Spermatogenic failure, Y-linked, 1
PS258150	415000	Spermatogenic failure, Y-linked, 2
PS258150	606766	Spermatogenic failure 3
PS258150	612997	Spermatogenic failure 7
PS258150	613957	Spermatogenic failure 8
PS258150	613958	Spermatogenic failure 9
PS258150	614822	Spermatogenic failure 10
PS258150	615081	Spermatogenic failure 11
PS258150	615413	Spermatogenic failure 12
PS258150	615841	?Spermatogenic failure 13
PS258150	615842	?Spermatogenic failure 14
PS258150	616950	?Spermatogenic failure 15
PS258150	617187	Spermatogenic failure 16
PS258150	617214	Spermatogenic failure 17
PS258150	617576	Spermatogenic failure 18
PS258150	617592	Spermatogenic failure 19
PS258150	617593	?Spermatogenic failure 20
PS258150	617644	?Spermatogenic failure 21
PS258150	617706	?Spermatogenic failure 22
PS258150	617707	Spermatogenic failure 23
PS258150	617959	Spermatogenic failure 24
PS258150	617960	Spermatogenic failure 25
PS258150	617961	?Spermatogenic failure 26
PS258150	617965	?Spermatogenic failure 27
PS258150	618086	Spermatogenic failure 28
PS258150	618091	?Spermatogenic failure 29
PS258150	618110	?Spermatogenic failure 30
PS258150	618112	Spermatogenic failure 31
PS258150	618115	Spermatogenic failure 32
PS258150	618152	Spermatogenic failure 33
PS258150	618153	Spermatogenic failure 34
PS258150	618341	Spermatogenic failure 35
PS258150	618420	Spermatogenic failure 36
PS258150	618429	Spermatogenic failure 37
PS258150	618433	Spermatogenic failure 38
PS258150	618643	Spermatogenic failure 39
PS258150	618664	Spermatogenic failure 40
PS258150	618670	?Spermatogenic failure 41
PS258150	618745	Spermatogenic failure 42
PS258150	618751	Spermatogenic failure 43
PS258150	619044	Spermatogenic failure 44
PS258150	619094	Spermatogenic failure 45
PS258150	619095	Spermatogenic failure 46
PS258150	619102	Spermatogenic failure 47
PS258150	619108	Spermatogenic failure 48
PS258150	619144	Spermatogenic failure 49
PS258150	619145	Spermatogenic failure
PS258150	619177	Spermatogenic failure 51
PS258150	619202	Spermatogenic failure 52
PS258150	619258	Spermatogenic failure 53
PS258150	619379	?Spermatogenic failure 54
PS258150	619380	?Spermatogenic failure 55
PS258315	Omodysplasia
PS258315	164745	Omodysplasia 2
PS258315	258315	Omodysplasia 1
PS259100	Hypertropic osteoarthropathy, primary
PS259100	167100	Hypertrophic osteoarthropathy, primary, autosomal dominant
PS259100	259100	Cranioosteoarthropathy
PS259100	259100	Hypertrophic osteoarthropathy, primary, autosomal recessive 1
PS259100	614441	Hypertrophic osteoarthropathy, primary, autosomal recessive 2
PS259700	Osteopetrosis, autosomal recessive
PS259700	259700	Osteopetrosis, autosomal recessive 1
PS259700	259710	Osteopetrosis, autosomal recessive 2
PS259700	259720	Osteopetrosis, autosomal recessive 5
PS259700	259730	Osteopetrosis, autosomal recessive 3, with renal tubular acidosis
PS259700	611490	Osteopetrosis, autosomal recessive 4
PS259700	611497	?Osteopetrosis, autosomal recessive 6
PS259700	612301	Osteopetrosis, autosomal recessive 7
PS259700	615085	Osteopetrosis, autosomal recessive 8
PS259900	Hyperoxaluria, primary
PS259900	259900	Hyperoxaluria, primary, type 1
PS259900	260000	Hyperoxaluria, primary, type II
PS259900	613616	Hyperoxaluria, primary, type III
PS260370	Pancreatic agenesis
PS260370	260370	Pancreatic agenesis 1
PS260370	615935	Pancreatic agenesis 2
PS260400	Schwachman-Diamond syndrome
PS260400	260400	Shwachman-Diamond syndrome
PS260400	617941	Shwachman-Diamond syndrome 2
PS261100	Imerslund-Grasbeck syndrome
PS261100	261100	Imerslund-Grasbeck syndrome 1
